'TITLE',"'AUTHOR (first, last)'","'AUTHOR (last, first)'",'DATE','LCC','DDC','ISBNs',"'PUBLICATION INFO'",'COMMENT','RATINGS','REVIEWS',"'ENTRY DATE'",'COPIES','SUBJECTS','COLLECTIONS','TAGS'
"From Hell","Alan Moore","Moore, Alan",2004,,,[0958578346],"Top Shelf Production (2004), Edition: New edition, Paperback, 572 pages",,0,,"2014-07-27 20:19:54",1,"Detective and mystery comic books, strips, etc > 
Detective and mystery comic books, strips, etc
Feature
Horror comic books, strips, etc > 
Horror comic books, strips, etc
Jack the Ripper Murders, London, England, 1888 > Comic books, strips, etc > 
Jack the Ripper Murders, London, England, 1888 > Comic books, strips, etc
Jack, the Ripper > Comic books, strips, etc > 
Jack, the Ripper > Comic books, strips, etc. > Fiction > 
Serial murders > England > London > History > 19th century > Comic books, strips, etc","Your library","historical fiction,conspiracy,london,murder,victorian,occult,graphic novels & comics"
"Foreign Sperm","Donald E. Tyler","Tyler, Donald E.",2004,,,[1884981097],"Discovery Books (2004), Hardcover, 170 pages",,0,,"2014-07-27 20:19:54",1,,"Your library","crackpot,sex,medicine,nonfiction"
"The Diamond Age: Or, a Young Lady's Illustrated Primer (Bantam Spectra Book)","Neal Stephenson","Stephenson, Neal",2000,,,[0553380966],"Spectra (2000), Edition: Reprint, Paperback, 499 pages",,0,,"2014-07-27 20:19:54",1,"Science fiction > 
Science fiction","Your library","victorian,nanotechnology,computers,cyberpunk,novel,RECOMMENDER:Sigmund"
"Digger: The Complete Omnibus Edition","Ursula Vernon","Vernon, Ursula",2013,,,[1936689324],"Sofawolf Press, Inc. (2013), Paperback, 850 pages",,0,,"2014-07-27 20:19:54",1,,"Your library","anthropomorphism,nonfiction"
"Underground Dictionary","E.E. Landy","Landy, E.E.",1972,,,[0261100165],"HarperCollins Distribution Services (1972), Edition: First Edition, Hardcover, 206 pages",,0,,"2014-07-27 20:19:55",1,"Americanisms > Dictionaries > 
English language > Slang > Dictionaries","Your library","reference,words,language"
"Zero History","William Gibson","Gibson, William",2011,,,[0425240770],"Berkley Trade (2011), Edition: Reprint, Paperback, 416 pages",,0,,"2014-07-27 20:19:55",1,,"Your library","almost now,london,espionage,fashion,marketing,novel,branding"
"Gotham Central, Book 3: On the Freak Beat","Greg Rucka","Rucka, Greg",2011,,,[1401232329],"DC Comics (2011), Paperback, 224 pages",,0,,"2014-07-27 20:19:55",1,,"Your library","superheroes,crime,graphic novels & comics,RECOMMENDER:Edbury"
"The Neon Bible","John Kennedy Toole","Toole, John Kennedy",1994,,,[0802132073],"Grove Press (1994), Edition: Reprint, Paperback, 162 pages",,0,,"2014-07-27 20:19:55",1,"Bildungsromans > 
Bildungsromans
Boys > Fiction > 
Boys > Fiction
Southern States > Fiction > 
Southern States > Fiction","Your library","new orleans,novel"
"Lewis Carroll in Numberland: His Fantastical Mathematical Logical Life","Robin Wilson","Wilson, Robin",2008,,,[0393060276],"W. W. Norton & Company (2008), Hardcover, 208 pages",,0,,"2014-07-27 20:19:56",1,,"Your library","math,biography,nonfiction"
"Foyle's Philavery","Christopher Foyle","Foyle, Christopher",2008,,,[0550103295],"Chambers (2008), Edition: Reprint, Hardcover, 233 pages",,0,,"2014-07-27 20:19:56",1,"English language > Slang > Dictionaries
English language > Usage > Dictionaries
Vocabulary","Your library","reference,words,language"
"The Bible: Authorized King James Version with Apocrypha","Robert Carroll","Carroll, Robert",1998,,,[0192835254],"Oxford University Press, USA (1998), Paperback, 1824 pages",,0,,"2014-07-27 20:19:56",1,,"Your library","religion,christianity,nonfiction,religious text,primary source"
"Eighteenth Century Chemistry as it Relates to Alchemy","Encyclopedia Brittania","Brittania, Encyclopedia",1992,,,[1564593045],"Kessinger Publishing, LLC (1992), Paperback, 184 pages",,0,,"2014-07-27 20:19:56",1,,"Your library","occult,reference,alchemy,nonfiction"
"Definitely Maybe (Neversink)","Arkady Strugatsky","Strugatsky, Arkady",2014,,,[1612192815],"Melville House (2014), Paperback, 160 pages",,0,,"2014-07-27 20:19:56",1,"Science fiction > 
Science fiction","Your library","russia,translation,novel"
"Saints (Boxers & Saints)","Gene Luen Yang","Yang, Gene Luen",2013,,,[1596436891],"First Second (2013), Edition: First Edition, Paperback, 176 pages",,0,,"2014-07-27 20:19:56",1,,"Your library","historical fiction,china,boxer rebellion,christianity,graphic novels & comics"
"Witchcraft in the Middle Ages","Jeffrey Burton Russell","Russell, Jeffrey Burton",1972,,,[0801406978],"Cornell Univ Pr (1972), Edition: 0, Hardcover, 394 pages",,0,,"2014-07-27 20:19:57",1,"Witchcraft > Europe > History > 
Witchcraft > History > 
Witchcraft > History","Your library","witchcraft,history,nonfiction,medieval,inquisition"
"Battle Royale: The Novel","Koushun Takami","Takami, Koushun",2009,,,[1421527723],"Haika Soru (2009), Edition: 2nd, Paperback, 632 pages",,0,,"2014-07-27 20:19:57",1,,"Your library","death,horror,japan,survival,dystopia,novel"
"Y: The Last Man, Vol. 7: Paper Dolls","Brian K. Vaughan","Vaughan, Brian K.",2006,,,[1401210090],"Vertigo (2006), Edition: 0, Paperback, 144 pages",,0,,"2014-07-27 20:19:58",1,"Graphic novels
Heroes > Comic books, strips, etc
Plague > Comic books, strips, etc
Science fiction comic books, strips, etc","Your library","gender,apocalypse,graphic novels & comics"
"Are You My Mother?: A Comic Drama","Alison Bechdel","Bechdel, Alison",2012,,,[0618982507],"Houghton Mifflin Harcourt (2012), Edition: First Edition, Hardcover, 304 pages",,0,,"2014-07-27 20:19:58",1,,"Your library","memoir,family,queer,psychology,graphic novels & comics,RECOMMENDER:Tessa"
"Lewis Carroll's Symbolic Logic","William Warren Bartley","Bartley, William Warren",1986,,,[0517533634],"Clarkson Potter (1986), Paperback, 514 pages",,0,,"2014-07-27 20:19:58",1,"Logic, Symbolic and mathematical > 
Logic, Symbolic and mathematical","Your library","math,logic,nonfiction"
"Witchcraft and Black Magic","Montague Summers","Summers, Montague",1974,,,[0883560259],"Causway Books (1974), Edition: 1st Causeway edition, [1974]. First edition, London, New York [etc.] Rider & co. ltd. [1946], Hardcover, 228 pages",,0,,"2014-07-27 20:19:58",1,"Magic > 
Magic
Witchcraft > 
Witchcraft","Your library","witchcraft,magic,nonfiction"
"Boxers (Boxers & Saints)","Gene Luen Yang","Yang, Gene Luen",2013,,,[1596433590],"First Second (2013), Paperback, 336 pages",,0,,"2014-07-27 20:19:58",1,,"Your library","historical fiction,china,boxer rebellion,christianity,graphic novels & comics"
"Alchemists through the Ages","Arthur Edward Waite","Waite, Arthur Edward",1994,,,[1564594572],"Kessinger Publishing, LLC (1994), Edition: 2nd, Paperback, 320 pages",,0,,"2014-07-27 20:19:58",1,"Alchemists > Biography > 
Alchemists > Biography
Alchemy > Bibliography > 
Alchemy > Bibliography","Your library","occult,alchemy,nonfiction,REFERENCES:1564590771"
"Y: The Last Man, Vol. 8: Kimono Dragons","Brian K. Vaughan","Vaughan, Brian K.",2006,,,[1401210104],"Vertigo (2006), Edition: 0, Paperback, 144 pages",,0,,"2014-07-27 20:19:59",1,"Graphic novels","Your library","gender,apocalypse,graphic novels & comics"
"The Savage Mind (The Nature of Human Society Series)","Claude L̩vi-Strauss","L̩vi-Strauss, Claude",1966,,,[0226474844],"The University Of Chicago Press (1966), Paperback, 310 pages",,0,,"2014-07-27 20:19:59",1,"Ethnophilosophy > 
Ethnopsychology > 
Ethnopsychology
Primitive societies > 
Primitive societies
Totemism > 
Totemism","Your library","anthropology,translation,nonfiction,theory,structuralism,ethnology"
"Y: The Last Man, Vol. 9: Motherland","Brian K. Vaughan","Vaughan, Brian K.",2007,,,[1401213510],"Vertigo (2007), Edition: First Edition, Paperback, 144 pages",,0,,"2014-07-27 20:20:00",1,,"Your library","gender,apocalypse,graphic novels & comics"
"Language: An Introduction to the Study of Speech (Dover Language Guides)","Edward Sapir","Sapir, Edward",2004,,,[0486437442],"Dover Publications (2004), Edition: Dover Ed, Paperback, 208 pages",,0,,"2014-07-27 20:20:00",1,"Language and languages > 
Language and languages","Your library","linguistics,nonfiction"
"The Encyclopedia Of Witchcraft & Demonology","Russell Hope Robbins","Robbins, Russell Hope",1981,,,[0517362457],"Bonanza Books (1981), Edition: 1st thus edition., Hardcover, 557 pages",,0,,"2014-07-27 20:19:59",1,"Demonology > Dictionaries > 
Demonology > Dictionaries
Witchcraft > Dictionaries > 
Witchcraft > Dictionaries","Your library","witchcraft,reference,occult,demonology,nonfiction,inquisition"
"The Sandman: The Dream Hunters","Neil Gaiman","Gaiman, Neil",2000,,,[156389629X],"Vertigo (2000), Edition: 2nd ptg, Paperback, 128 pages",,0,,"2014-07-27 20:20:00",1,"Fantasy comic books, strips, etc. > 
Fantasy fiction > 
Fantasy fiction","Your library","dreams,personification,graphic novels & comics"
"Compound of Alchemy","George Ripley","Ripley, George",1992,,,[1564590771],"Kessinger Publishing, LLC (1992), Paperback, 112 pages",,0,,"2014-07-27 23:02:14",1,,"Your library","occult,alchemy,nonfiction,primary source"
"American Paleolithic; Boat Building Eight Million Years Ago","Donald E. Tyler","Tyler, Donald E.",1999,,,[1884981089],"Discovery Books (1999), Hardcover, 160 pages",,0,,"2014-07-27 23:55:13",1,,"Your library","crackpot,archeology,nonfiction"
"Originations of Life from Volcanoes and Petroleum; a scientific theory opposed to evolution","Donald E. Tyler","Tyler, Donald E.",1983,,,[1884981011],"Discovery Books (1983), Paperback, 132 pages",,0,,"2014-07-27 23:55:32",1,,"Your library","crackpot,science,nonfiction"
"Homo americanus, an original American species","D. E. Tyler","Tyler, D. E.",1998,,,[1884981062],"Discovery Books (1998), Paperback, 216 pages",,0,,"2014-07-27 23:56:37",1,,"Your library","crackpot,archeology,nonfiction"
"A New and Simple Theory of Gravity","Donald E. Tyler","Tyler, Donald E.",1971,,,[1884981003],"Discovery Books (1971), Paperback, 61 pages",,0,,"2014-07-27 23:56:55",1,,"Your library","crackpot,science,nonfiction"
"The Penguin Book of Curious and Interesting Numbers: Revised Edition (Penguin Press Science S)","David Wells","Wells, David",1998,,,[0140261494],"Penguin Books (1998), Edition: Revised, Paperback, 256 pages",,0,,"2014-07-28 00:24:23",1,"Number theory > 
Number theory
Numeration","Your library","reference,math,nonfiction"
"Geek Love: A Novel","Katherine Dunn","Dunn, Katherine",2002,,,[0375713344],"Vintage (2002), Edition: Reprint, Paperback, 368 pages",,0,,"2014-07-28 01:03:59",1,"Carnival owners > Fiction > 
Carnival owners > Fiction
Circus performers > Fiction > 
Circus performers > Fiction
Domestic fiction > 
Domestic fiction
Family > Fiction > 
Family > Fiction
Freak shows > Fiction > 
Freak shows > Fiction
Monsters > Fiction > 
Monsters > Fiction","Your library","cults,circus,family,novel,RECOMMENDER:Edbury,magical realism"
"The Black Arts: A Concise History of Witchcraft, Demonology, Astrology, and Other Mystical Practices Throughout the Ages (Perigee)","Richard Cavendish","Cavendish, Richard",1983,,,[0399500359],"Perigee Trade (1983), Edition: 40th, Paperback, 373 pages",,0,,"2014-07-28 01:04:50",1,"Occultism > 
Occultism","Your library","witchcraft,magic,occult,divination,crackpot,nonfiction,REFERENCES:0875428320,REFERENCES:0892541520,REFERENCES:1434811166,REFERENCES:157863220X,REFERENCES:1905297653"
"Intermediate Russian Reader","George Z. Patrick","Patrick, George Z.",?,,,[],"Pitman, Hardcover",,0,,"2014-07-29 11:03:16",1,,"Your library","foreign language,russia,nonfiction"
"I Feel Sick #1","Jhonen Vasquez","Vasquez, Jhonen",?,,,[],"Slave Labor Graphics (1999)",,0,,"2014-07-29 11:03:17",1,,"Your library","horror,graphic novels & comics,REFERENCES:0943151163"
"Cracking Codes: The Rosetta Stone and Decipherment","Richard Parkinson","Parkinson, Richard",1999,,,[0520222482],"University of California Press (1999), Edition: First Edition, Paperback, 208 pages",,0,,"2014-07-29 11:03:44",1,"Egypt > Antiquities > 
Egypt > Antiquities
Egypt > Civilization > 
Egyptian language > Writing > 
Egyptian language > Writing","Your library","computers,cryptography,math,nonfiction"
"Conversations with Ogotemmeli: An Introduction to Dogon Religious Ideas (Galaxy Books)","Marcel Griaule","Griaule, Marcel",1975,,,[0195198212],"Oxford University Press (1975), Edition: Reprint, Paperback, 256 pages",,0,,"2014-07-29 11:03:45",1,"Dogon (African people) > 
Dogon (African people) > Social life and customs
Nommo (African deity) > 
Philosophy, Dogon","Your library","anthropology,nonfiction,RECOMMENDER:Julia,ethnography"
"Hamlet ( Folger Library Shakespeare)","William Shakespeare","Shakespeare, William",1992,,,[074347712X],"Simon & Schuster (1992), Edition: 1, Mass Market Paperback, 342 pages",,0,,"2014-07-29 11:03:45",1,,"Your library","theater,murder,ghosts,play"
"Conversational Russian: In 20 Lessons (Cortina Method)","Cortina Language Institute Staff","Staff, Cortina Language Institute",1990,,,[0805015019],"Cortina (1990), Edition: First Paperback Edition, Paperback, 444 pages",,0,,"2014-07-29 11:03:46",1,,"Your library","foreign language,russia,nonfiction"
"An anthropologist at work; writings of Ruth Benedict","Ruth Benedict","Benedict, Ruth",1959,,,[1122262663],"Houghton Mifflin (1959), Hardcover",,0,,"2014-07-29 11:03:46",1,"Anthropologists > United States > Biography > 
Anthropologists > United States > Biography
Anthropology > 
Anthropology
Benedict, Ruth, 1887-1948","Your library","anthropology,nonfiction"
"I Feel Sick #2","Jhonen Vasquez","Vasquez, Jhonen",2008,,,[1593621574],"SLG Publishing (2008), Edition: Sixth Printing, Comic",,0,,"2014-07-29 11:03:47",1,,"Your library","horror,graphic novels & comics,REFERENCES:0943151163"
"Data Structures and Algorithm Analysis in Java (2nd Edition)","Mark A. Weiss","Weiss, Mark A.",2006,,,[0321370139],"Addison Wesley (2006), Edition: 2nd, Hardcover, 576 pages",,0,,"2014-07-29 11:03:47",1,,"Your library","computers,nonfiction"
"Fables, Vol. 1: Legends in Exile","Bill Willingham","Willingham, Bill",2002,,,[1563899426],"Vertigo (2002), Edition: eight, Comic, 128 pages",,0,,"2014-09-14 17:52:14",1,"Comic books, strips, etc > 
Comic books, strips, etc
Fantasy comic books, strips, etc","Your library","mythology,metafiction,graphic novels & comics"
"Fables Vol. 4: March of the Wooden Soldiers (Fables (Graphic Novels))","Bill Willingham","Willingham, Bill",2004,,,[1401202225],"Vertigo (2004), Paperback, 240 pages",,0,,"2014-09-14 17:52:14",1,,"Your library","mythology,metafiction,graphic novels & comics"
"Fables Vol. 2: Animal Farm (Fables (Graphic Novels))","Bill Willingham","Willingham, Bill",2003,,,[140120077X],"Vertigo (2003), Paperback, 128 pages",,0,,"2014-09-14 17:52:14",1,,"Your library","mythology,metafiction,graphic novels & comics"
"Lazarus Volume 2 TP","Greg Rucka","Rucka, Greg",2014,,,[1607068710],"Image Comics (2014), Paperback, 104 pages",,0,,"2014-09-14 17:52:14",1,,"Your library","dystopia,graphic novels & comics,RECOMMENDER:Tessa"
"Fables Vol. 5: The Mean Seasons (Fables (Graphic Novels))","Bill Willingham","Willingham, Bill",2005,,,[1401204864],"Vertigo (2005), Paperback, 168 pages",,0,,"2014-09-14 17:52:15",1,"Comic books, strips, etc","Your library","mythology,metafiction,graphic novels & comics"
"Fables Vol. 3: Storybook Love (Fables (Graphic Novels))","Bill Willingham","Willingham, Bill",2004,,,[140120256X],"Vertigo (2004), Paperback, 192 pages",,0,,"2014-09-14 17:52:15",1,,"Your library","mythology,metafiction,graphic novels & comics"
Lolita,"Vladimir Nabokov","Nabokov, Vladimir",1989,,,[9582701048],"Vintage (1989), Edition: Reissue, Paperback, 317 pages",,0,,"2014-09-14 17:52:21",1,"Adaptation
American fiction > 20th century > 
American fiction > Russian authors > 
Erotic fiction > 
Erotic fiction
Erotic stories > 
Erotic stories
Features > 
Fiction in English > 
Fiction in English
Girls > Fiction > 
Girls > Fiction
Large type books > 
Love stories > 
Love stories
Middle-aged men > Fiction > 
Middle-aged men > Fiction
Sociological films and programs > 
Videodiscs","Your library","pedophilia,sexuality,novel"
"A Universal History of Iniquity (Penguin Classics)","Jorge Luis Borges","Borges, Jorge Luis",2004,,,[0142437891],"Penguin Classics (2004), Paperback, 112 pages",,0,,"2014-09-14 17:52:25",1,"Brigands and robbers > Fiction
Outlaws > Fiction","Your library","magical realism,short stories"
Pygmalion,"George Bernard Shaw","Shaw, George Bernard",2014,,,[1499529198],"CreateSpace Independent Publishing Platform (2014), Paperback, 72 pages",,0,,"2014-09-14 19:30:18",1,"Comedies > 
Comedies
England--Social life and customs--Drama > 
English drama > Irish authors
Flower vending > Drama > 
Flower vending > Drama
Linguistics teachers > Drama > 
Linguistics teachers > Drama
London (England) > Drama > 
London (England) > Drama
Social classes > Drama > 
Social classes > Drama
Social classes > England > Drama > 
Social classes > England > Drama
Speech and social status > Drama > 
Speech and social status > Drama
Speech and social status > England > Drama > 
Speech and social status > England > Drama","Your library","theater,england,play,language,class"
"The Book of the Sacred Magic of Abramelin the Mage (Dover Occult)","S. L. MacGregor Mathers","Mathers, S. L. MacGregor",1975,,,[0486232115],"Dover Publications (1975), Paperback, 268 pages",,0,,"2014-09-14 19:30:18",1,,"Your library","grimoire,occult,ceremonial magic,sigils,nonfiction,primary source"
"Analysis of Numerical Methods (Dover Books on Mathematics)","Eugene Isaacson","Isaacson, Eugene",1994,,,[0486680290],"Dover Publications (1994), Edition: Reprint, Paperback, 576 pages",,0,,"2014-09-14 19:30:19",1,,"Your library","math,nonfiction"
"The Ginger Star (The Book of Skaith) (v. 1)","Leigh Brackett","Brackett, Leigh",2008,,,[1601250843],"Paizo Publishing, LLC. (2008), Paperback, 220 pages",,0,,"2014-09-14 19:44:05",1,,"Your library","planet,pulp,novel,RECOMMENDER:io9"
"The Samurai&#039;s Garden: A Novel","Gail Tsukiyama","Tsukiyama, Gail",1996,,,[0312144075],"St. Martin&#039;s Griffin (1996), Edition: 0, Paperback, 224 pages",,0,,"2014-09-14 19:46:23",1,"Chinese > Japan > Fiction > 
Chinese > Japan > Fiction
Chinese > Travel > Japan > Fiction > 
Historical fiction > 
Historical fiction
Japan > Fiction. > 1926-1945
Japan > History > 1926-1945 > Fiction > 
Love stories > 
Love stories
Man-woman relationships > Japan > Fiction","Your library","japan,leprosy,WWII,novel,china,historical fiction,tuberculosis,disease"
"The Stranger","Albert Camus","Camus, Albert",1989,,,[0679720200],"Vintage (1989), Paperback, 123 pages",,0,,"2014-09-14 19:46:37",1,"Adventure stories > 
Adventure stories
Algeria > Fiction > 
Algeria > Fiction
Camus, Albert, 1913-1960. Etranger > 
French > Algeria > Fiction > 
French fiction > 
Murder > Fiction > 
Murder > Fiction","Your library","algeria,translation,murder,existentialism,absurdism,novel"
"War and Peace","Leo Tolstoy","Tolstoy, Leo",2007,,,[0060798874],"Ecco (2007), Edition: First Edition, Paperback, 884 pages",,0,,"2014-09-14 19:46:48",1,"Adaptations
Annotations (Provenance)
English fiction > Translations from Russian > 
English fiction > Translations from Russian
Epics
Features
Historical fiction > 
Historical fiction
Historical re-creations
Jesus Christ > Psychology > 
Literature > Collections > 
Literature > Indexes > 
Napoleon I, Emperor of the French, 1769-1821 > 
Napoleon I, Emperor of the French, 1769-1821 > Fiction > 
Napoleon I, Emperor of the French, 1769-1821 > Invasion of Russia, 1812 > Fiction > 
Napoleonic Wars, 1800-1815 > Campaigns > Russia > Fiction > 
Napoleonic Wars, 1800-1815 > Russia > Campaigns > Fiction
Napoleonic Wars, 1800-1815 > Russia > Fiction
Publishers' advertisements
Russia > Fiction. > Alexander I, 1801-1825
Russia > History > Alexander I, 1801-1825 > Fiction > 
Russia > History > Alexander I, 1801-1825 > Fiction
Russia > Social conditions > 1801-1917 > Fiction > 
Russian fiction > Translations into English > 
Russian fiction > Translations into English
Soviet Union > History > Alexander I, 1801-1825 > Fiction > 
War stories > 
War stories","Your library","russia,translation,napoleonic wars,st. petersburg,novel"
"Labyrinths: Selected Stories and Other Writings","Jorge Luis Borges","Borges, Jorge Luis",1964,,,[0811200124],"New Directions (1964), Edition: Augmented, Paperback, 258 pages",,0,,"2014-09-14 19:50:51",1,"Argentina > Fiction
Argentina > Social life and customs > Fiction > 
Argentina > Social life and customs > Fiction
Borges, Jorge Luis, 1899- > Translations into English > 
Borges, Jorge Luis, 1899-1986 > Translations into English > 
English literature > Translations from Spanish > 
English literature > Translations from Spanish
Spanish literature > Translations into English > 
Spanish literature > Translations into English","Your library","short stories,translation,magical realism,books,essays"
"Lamb: The Gospel According to Biff, Christ&#039;s Childhood Pal","Christopher Moore","Moore, Christopher",2004,,,[0380813815],"William Morrow Paperbacks (2004), Edition: Later Printing, Paperback, 444 pages",,0,,"2014-09-14 19:51:10",1,"Bible. N.T. Gospels > History of Biblical events > Fiction > 
Christian fiction > 
Christian fiction
Humorous fiction > 
Humorous fiction
Jesus Christ > Fiction > 
Jesus Christ > Friends and associates > Fiction","Your library","religion,humor,christianity,novel,RECOMMENDER:Edbury,REFERENCES:0192835254"
"Y: The Last Man, Vol. 6: Girl on Girl","Brian K. Vaughan","Vaughan, Brian K.",2005,,,[1401205011],"Vertigo (2005), Paperback, 128 pages",,0,,"2014-09-14 19:51:14",1,"Comic books, strips, etc
Graphic novels
Heroes > Comic books, strips, etc
Plague > Comic books, strips, etc
Science fiction comic books, strips, etc","Your library","gender,apocalypse,graphic novels & comics"
"The Dreams in the Witch House: And Other Weird Stories (Penguin Classics)","H. P. Lovecraft","Lovecraft, H. P.",2004,,,[9780142437957],"Penguin Classics (2004), Edition: 0, Paperback, 480 pages",,0,,"2014-09-14 19:51:29",1,"Fantasy fiction, American > 
Fantasy fiction, American
Horror tales, American > 
Horror tales, American
Supernatural > Fiction > 
Supernatural > Fiction","Your library","short stories,horror"
"The Wind in the Willows (Everyman&#039;s Library Children&#039;s Classics)","Kenneth Grahame","Grahame, Kenneth",1993,,,[0679418024],"Everyman&#039;s Library (1993), Edition: Reprint, Hardcover, 272 pages",,0,,"2014-09-14 19:52:08",1,"Amiti̩ > Romans, nouvelles, etc. pour la jeunesse
Animal stories > England > 1996 > 
Animals > Fiction > 
Animals > Fiction
Animals > Folklore > 
Animals > Juvenile fiction > 
Animals > Juvenile fiction
Animals > Stories > 
Animaux > Romans, nouvelles, etc. pour la jeunesse
Children's books > England > 1996 > 
Cloth case bindings > England > 1996 > 
Country life > Juvenile fiction > 
English fiction Children's stories > 
Fantasy > 
Fantasy
Friendship > Fiction
Friendship > Juvenile fiction
Juvenile literature
Machine-made papers > Mohawk Superfine > England > 1996 > 
Riparian areas > Juvenile fiction
Roman (upright typeface group) > Dante > England > 1996 > 
Silk (textile) bindings > England > 1996 > 
Stories for children > 
Toad of Toad Hall (Fictitious character) > Juvenile fiction > 
Toad of Toad Hall (Fictitious character) > Juvenile fiction
Wove paper > Ibis Wove > England > 1996","Your library","children's,anthropomorphism"
Vurt,"Jeff Noon","Noon, Jeff",1993,,,[0517599910],"Crown Publishers (1993), Edition: First Edition, Hardcover",,0,,"2014-09-14 19:52:37",1,"Brothers and sisters > Fiction > 
Brothers and sisters > Fiction
Brothers and sisters > Manchester > Fiction
Manchester (England) > Fiction > 
Manchester (England) > Fiction
Science fiction > 
Science fiction
Virtual reality > Fiction > 
Virtual reality > Fiction","Your library","drugs,color,manchester,dogs,virtual reality,incest,cyberpunk,novel,RECOMMENDER:Edbury"
"Experimental Researches in Electricity","Michael Faraday","Faraday, Michael",2004,,,[0486435059],"Dover Publications (2004), Paperback, 368 pages",,0,,"2014-09-14 19:52:45",1,"Electricity > 
Electricity > Early works to 1850 > 
Electricity > Early works to 1850
Electricity","Your library","science,electricity,nonfiction"
"Do Androids Dream of Electric Sheep?: SF Masterworks","Philip K. Dick","Dick, Philip K.",2007,,,[1407230026],"Gollancz (2007), Edition: Reprint, Paperback",,0,,"2014-09-14 19:53:07",1,"Androids > Fiction > 
Androids > Fiction
Europe > History > 1848-1849 > 
Revolutions > Europe > 
Science fiction > 
Science fiction
Science fiction, American > 
Science fiction, American","Your library","san francisco,kipple,artificial intelligence,paranoia,cyberpunk,panopticon,novel,RECOMMENDER:Matthew"
"Marcovaldo: or the Seasons in the City","Italo Calvino","Calvino, Italo",1983,,,[0156572044],"Mariner Books (1983), Edition: 1st American Ed, Paperback, 128 pages",,0,,"2014-09-14 19:53:16",1,"City and town life > Fiction > 
City and town life > Fiction
City and town life > Italy > Fiction
Italy > Fiction > 
Italy > Fiction
Peasantry > Italy > Fiction","Your library","translation,cities"
"A Connecticut Yankee in King Arthur&#039;s Court (Dover Thrift Editions)","Mark Twain","Twain, Mark",2001,,,[0486415910],"Dover Publications (2001), Edition: Dover Edition, Paperback, 288 pages",,0,,"2014-09-14 19:53:25",1,"Adaptation
Americans > Great Britain > Drama
Americans > Great Britain > Fiction > 
Americans > Great Britain > Fiction
Americans > Travel > Great Britain > Fiction > 
Animation
Arthur, King > Fiction > 
Arthur, King > Juvenile fiction > 
Arthurian romances > Adaptations > 
Arthurian romances > Adaptations
Arthurian romances > Parodies, imitations, etc
Britons > Fiction > 
Britons > Fiction
Britons > Kings and rulers > Fiction > 
Chivalry > Drama
Fantasy
Fantasy fiction > 
Fantasy fiction
Great Britain > Fiction > 
Great Britain > Fiction
Historical fiction > 
Historical fiction
Humorous fiction > 
Humorous fiction
Kings and rulers > Fiction > 
Kings and rulers > Fiction
Knights and knighthood > Fiction > 
Knights and knighthood > Fiction
Knights and knighthood > Great Britain > Drama
Knights and knighthood > Great Britain > Fiction > 
Middle Ages > Fiction
Musical
Parody
Parsons, Coleman O. > Address label > 
Satire
Space and time > Fiction
Time travel > Drama
Time travel > Fiction > 
Time travel > Fiction
Video","Your library","time travel,arthurian,novel,medieval,RECOMMENDER:Bill,REFERENCES:1401307809"
"The Plague","Albert Camus","Camus, Albert",1991,,,[0679720219],"Vintage (1991), Paperback, 320 pages",,0,,"2014-09-14 19:53:31",1,"Annotations (Provenance) > 20th century > 
Epidemics > France > Fiction > 
French fiction > 
French fiction
Plague > 
Plague > Fiction > 
Plague > Fiction
Plague > France > Fiction > 
Psychoanalysis > 
Psychoanalysis > Periodicals > 
Psychoanalysis > Periodicals
Psychoanalysis
Psychological fiction > 
Psychological fiction
Publishers' advertisements > New York (State) > New York > 1948","Your library","plague,algeria,translation,rats,absurdism,novel"
"A Tale of Two Cities","Charles Dickens","Dickens, Charles",1990,,,[0679729658],"Vintage (1990), Paperback, 400 pages",,0,,"2014-09-14 19:53:40",1,"City and town life > England > London > Fiction > 
City and town life > France > Paris > Fiction > 
Dickens, Charles, 1812-1870. Tale of two cities > 
Dickens, Charles, 1812-1870. Tale of two cities > Examinations > Study guides > 
Epic fiction > 
Epic fiction
Executions and executioners > Fiction > 
Executions and executioners > Fiction
Fathers and daughters > Fiction > 
Fathers and daughters > Fiction
France > Fiction. > Revolution, 1789-1799
France > History > Revolution, 1789-1799 > Drama > 
France > History > Revolution, 1789-1799 > Fiction > 
France > History > Revolution, 1789-1799 > Fiction
France > History > Revolution, 1789-1799 > Juvenile fiction
France > History > Revolution, 1789-1799 > Literature and the revolution > 
France > Juvenile literature > Revolution, 1789-1799
France > Literature and the revolution. > Revolution, 1789-1799
French > England > London > Fiction > 
French > London > Fiction
Friendship > Fiction
Historical fiction > 
Historical fiction
Large type books > 
London (England) > Fiction. > 18th century
London (England) > History > 18th century > Fiction > 
London (England) > History > 18th centur","Your library","london,paris,french revolution,novel"
"Numbers in the Dark: And Other Stories","Italo Calvino","Calvino, Italo",1996,,,[0679743537],"Vintage (1996), Paperback, 288 pages",,0,,"2014-09-14 19:53:46",1,,"Your library","short stories,translation"
